case,activity,timestamp
15,F,2019/01/10 13:49:23.458
4,O,2019/01/10 13:50:15.706
13,E,2019/01/10 13:51:19.045
0,N,2019/01/10 13:54:12.962
12,B,2019/01/10 13:57:27.333
2,I,2019/01/10 13:59:46.203
18,A,2019/01/10 14:00:00.000
6,I,2019/01/10 14:02:30.608
5,J,2019/01/10 14:03:32.824
9,E,2019/01/10 14:09:00.531
8,G,2019/01/10 14:09:11.080
17,B,2019/01/10 14:11:29.619
14,E,2019/01/10 14:14:22.419
11,H,2019/01/10 14:19:45.969
19,A,2019/01/10 14:20:00.000
13,G,2019/01/10 14:20:51.058
15,E,2019/01/10 14:22:35.251
12,C,2019/01/10 14:25:09.413
18,D,2019/01/10 14:29:48.023
2,J,2019/01/10 14:30:00.887
5,K,2019/01/10 14:34:28.013
6,J,2019/01/10 14:36:00.731
9,G,2019/01/10 14:37:52.151
20,A,2019/01/10 14:40:00.000
14,G,2019/01/10 14:44:12.908
17,C,2019/01/10 14:44:16.286
8,H,2019/01/10 14:44:25.566
16,E,2019/01/10 14:45:43.491
13,I,2019/01/10 14:48:00.008
19,B,2019/01/10 14:48:03.379
15,G,2019/01/10 14:54:27.511
12,A,2019/01/10 14:58:26.321
21,A,2019/01/10 15:00:00.000
2,K,2019/01/10 15:00:58.643
5,M,2019/01/10 15:01:17.444
6,L,2019/01/10 15:03:02.408
18,F,2019/01/10 15:05:20.874
20,D,2019/01/10 15:07:06.551
14,I,2019/01/10 15:10:00.294
17,A,2019/01/10 15:10:19.937
16,G,2019/01/10 15:12:29.381
9,I,2019/01/10 15:13:25.213
19,C,2019/01/10 15:15:47.723
13,J,2019/01/10 15:16:58.144
22,A,2019/01/10 15:20:00.000
15,I,2019/01/10 15:21:59.511
12,D,2019/01/10 15:28:38.085
2,M,2019/01/10 15:28:52.485
21,B,2019/01/10 15:30:42.291
20,F,2019/01/10 15:33:16.856
5,O,2019/01/10 15:33:23.365
6,M,2019/01/10 15:37:41.267
18,E,2019/01/10 15:38:35.276
17,D,2019/01/10 15:39:30.447
23,A,2019/01/10 15:40:00.000
16,H,2019/01/10 15:40:38.739
14,J,2019/01/10 15:40:55.556
13,L,2019/01/10 15:44:03.348
9,J,2019/01/10 15:45:41.419
19,A,2019/01/10 15:48:17.363
15,J,2019/01/10 15:49:02.794
22,B,2019/01/10 15:53:40.606
12,F,2019/01/10 15:55:29.390
21,C,2019/01/10 15:58:47.525
2,O,2019/01/10 15:58:49.588
24,A,2019/01/10 16:00:00.000
6,O,2019/01/10 16:03:39.169
20,E,2019/01/10 16:05:38.127
18,G,2019/01/10 16:08:01.555
17,F,2019/01/10 16:08:21.019
14,K,2019/01/10 16:09:30.144
13,M,2019/01/10 16:10:16.350
23,B,2019/01/10 16:10:52.380
15,K,2019/01/10 16:11:55.536
9,L,2019/01/10 16:13:38.690
25,A,2019/01/10 16:20:00.000
19,B,2019/01/10 16:20:04.906
22,C,2019/01/10 16:23:19.862
12,E,2019/01/10 16:23:30.968
21,A,2019/01/10 16:28:34.343
24,D,2019/01/10 16:33:36.479
18,I,2019/01/10 16:34:34.108
20,G,2019/01/10 16:34:55.145
14,M,2019/01/10 16:36:06.220
23,C,2019/01/10 16:38:20.465
17,E,2019/01/10 16:39:16.619
26,A,2019/01/10 16:40:00.000
15,M,2019/01/10 16:41:30.946
13,N,2019/01/10 16:41:45.899
9,M,2019/01/10 16:42:28.815
19,C,2019/01/10 16:48:40.140
22,A,2019/01/10 16:52:07.941
25,B,2019/01/10 16:52:21.541
12,G,2019/01/10 16:55:04.964
27,A,2019/01/10 17:00:00.000
21,D,2019/01/10 17:02:21.864
18,J,2019/01/10 17:03:12.058
24,F,2019/01/10 17:03:44.792
23,A,2019/01/10 17:03:50.635
14,N,2019/01/10 17:05:07.810
20,H,2019/01/10 17:05:44.384
17,G,2019/01/10 17:06:04.058
15,N,2019/01/10 17:06:41.825
26,D,2019/01/10 17:13:43.575
9,O,2019/01/10 17:17:47.302
28,A,2019/01/10 17:20:00.000
19,A,2019/01/10 17:21:44.381
22,D,2019/01/10 17:23:15.081
25,C,2019/01/10 17:24:19.562
12,I,2019/01/10 17:26:49.955
17,I,2019/01/10 17:29:47.891
27,B,2019/01/10 17:30:42.237
18,K,2019/01/10 17:30:44.700
21,F,2019/01/10 17:30:58.433
23,D,2019/01/10 17:33:40.320
24,E,2019/01/10 17:34:15.198
29,A,2019/01/10 17:40:00.000
26,F,2019/01/10 17:42:08.974
28,D,2019/01/10 17:46:21.299
19,D,2019/01/10 17:53:11.677
25,A,2019/01/10 17:55:23.891
23,F,2019/01/10 17:58:08.362
22,F,2019/01/10 17:58:35.794
12,J,2019/01/10 17:58:38.119
17,J,2019/01/10 17:59:48.600
30,A,2019/01/10 18:00:00.000
21,E,2019/01/10 18:01:37.891
27,C,2019/01/10 18:01:56.017
24,G,2019/01/10 18:04:53.748
18,M,2019/01/10 18:06:32.271
29,D,2019/01/10 18:11:02.287
26,E,2019/01/10 18:12:35.704
28,F,2019/01/10 18:18:46.208
31,A,2019/01/10 18:20:00.000
19,F,2019/01/10 18:22:31.310
25,B,2019/01/10 18:24:22.828
23,E,2019/01/10 18:24:51.275
17,K,2019/01/10 18:25:10.277
22,E,2019/01/10 18:25:14.409
30,D,2019/01/10 18:26:15.677
27,A,2019/01/10 18:28:02.997
12,L,2019/01/10 18:30:54.707
18,N,2019/01/10 18:32:08.262
21,G,2019/01/10 18:37:21.284
24,H,2019/01/10 18:37:45.893
32,A,2019/01/10 18:40:00.000
29,F,2019/01/10 18:40:45.016
26,G,2019/01/10 18:43:56.758
31,B,2019/01/10 18:49:34.017
22,G,2019/01/10 18:51:43.133
28,E,2019/01/10 18:52:51.016
19,E,2019/01/10 18:53:22.375
27,D,2019/01/10 18:53:33.755
30,F,2019/01/10 18:54:32.753
25,C,2019/01/10 18:55:46.919
23,G,2019/01/10 18:57:46.637
17,M,2019/01/10 18:58:43.472
12,M,2019/01/10 18:59:18.269
33,A,2019/01/10 19:00:00.000
32,D,2019/01/10 19:09:00.854
21,I,2019/01/10 19:09:15.278
29,E,2019/01/10 19:10:34.939
26,I,2019/01/10 19:13:21.279
31,C,2019/01/10 19:19:37.292
22,I,2019/01/10 19:19:54.657
34,A,2019/01/10 19:20:00.000
19,G,2019/01/10 19:21:50.690
25,A,2019/01/10 19:22:39.927
17,O,2019/01/10 19:22:58.971
23,H,2019/01/10 19:23:06.133
27,F,2019/01/10 19:23:36.175
30,E,2019/01/10 19:23:53.642
28,G,2019/01/10 19:24:59.584
12,N,2019/01/10 19:32:01.642
33,D,2019/01/10 19:32:49.171
29,G,2019/01/10 19:37:03.091
32,F,2019/01/10 19:39:54.688
35,A,2019/01/10 19:40:00.000
21,J,2019/01/10 19:40:14.734
26,J,2019/01/10 19:43:38.728
31,A,2019/01/10 19:48:44.360
27,E,2019/01/10 19:51:10.802
34,D,2019/01/10 19:51:38.173
19,H,2019/01/10 19:51:45.097
22,J,2019/01/10 19:52:53.266
30,G,2019/01/10 19:53:30.885
28,I,2019/01/10 19:54:31.239
25,D,2019/01/10 19:55:53.722
36,A,2019/01/10 20:00:00.000
29,I,2019/01/10 20:04:31.865
33,F,2019/01/10 20:07:16.970
35,D,2019/01/10 20:07:19.681
32,E,2019/01/10 20:11:23.773
21,L,2019/01/10 20:13:21.750
26,L,2019/01/10 20:15:20.422
27,G,2019/01/10 20:17:29.583
37,A,2019/01/10 20:20:00.000
34,F,2019/01/10 20:20:29.776
31,B,2019/01/10 20:23:15.923
28,J,2019/01/10 20:23:37.898
22,K,2019/01/10 20:25:46.983
30,I,2019/01/10 20:26:02.993
29,J,2019/01/10 20:28:49.183
25,F,2019/01/10 20:30:24.458
35,F,2019/01/10 20:37:38.606
33,E,2019/01/10 20:38:21.180
21,M,2019/01/10 20:39:09.948
36,D,2019/01/10 20:39:10.850
38,A,2019/01/10 20:40:00.000
32,G,2019/01/10 20:41:17.847
26,M,2019/01/10 20:43:44.237
27,I,2019/01/10 20:44:53.278
31,C,2019/01/10 20:51:19.108
34,E,2019/01/10 20:51:57.486
37,B,2019/01/10 20:52:11.696
22,M,2019/01/10 20:52:53.530
28,L,2019/01/10 20:53:41.592
29,L,2019/01/10 20:55:21.817
30,J,2019/01/10 20:57:16.710
39,A,2019/01/10 21:00:00.000
25,E,2019/01/10 21:00:47.049
21,O,2019/01/10 21:05:46.824
35,E,2019/01/10 21:06:00.330
26,N,2019/01/10 21:09:22.978
32,I,2019/01/10 21:09:48.709
38,D,2019/01/10 21:11:07.650
36,F,2019/01/10 21:12:51.729
33,G,2019/01/10 21:14:17.111
27,J,2019/01/10 21:16:20.732
37,C,2019/01/10 21:18:04.850
31,A,2019/01/10 21:19:17.649
40,A,2019/01/10 21:20:00.000
29,M,2019/01/10 21:22:08.932
28,M,2019/01/10 21:22:14.386
22,O,2019/01/10 21:22:40.100
34,G,2019/01/10 21:27:16.681
39,B,2019/01/10 21:27:17.280
30,K,2019/01/10 21:28:47.619
25,G,2019/01/10 21:31:41.693
35,G,2019/01/10 21:39:27.384
32,J,2019/01/10 21:39:37.249
41,A,2019/01/10 21:40:00.000
38,F,2019/01/10 21:41:13.497
36,E,2019/01/10 21:44:51.988
33,I,2019/01/10 21:44:56.601
27,L,2019/01/10 21:46:08.348
40,D,2019/01/10 21:47:03.641
37,A,2019/01/10 21:47:24.499
31,D,2019/01/10 21:49:17.299
29,N,2019/01/10 21:53:22.800
28,O,2019/01/10 21:53:57.822
30,M,2019/01/10 21:57:36.151
34,I,2019/01/10 21:58:03.012
25,H,2019/01/10 21:58:56.411
39,C,2019/01/10 21:59:31.528
42,A,2019/01/10 22:00:00.000
32,L,2019/01/10 22:09:05.474
41,D,2019/01/10 22:09:22.391
36,G,2019/01/10 22:11:14.809
38,E,2019/01/10 22:12:03.850
35,I,2019/01/10 22:12:35.325
27,M,2019/01/10 22:14:34.065
40,F,2019/01/10 22:16:05.812
33,J,2019/01/10 22:17:37.060
31,F,2019/01/10 22:18:40.760
37,D,2019/01/10 22:19:45.059
43,A,2019/01/10 22:20:00.000
34,J,2019/01/10 22:27:13.626
42,B,2019/01/10 22:29:30.027
30,N,2019/01/10 22:30:06.907
39,A,2019/01/10 22:33:36.331
32,M,2019/01/10 22:35:09.267
38,G,2019/01/10 22:38:04.518
41,F,2019/01/10 22:38:42.861
36,H,2019/01/10 22:38:59.896
44,A,2019/01/10 22:40:00.000
37,F,2019/01/10 22:42:58.044
27,O,2019/01/10 22:44:17.415
35,J,2019/01/10 22:45:13.850
40,E,2019/01/10 22:45:54.183
43,D,2019/01/10 22:47:35.096
33,K,2019/01/10 22:49:02.530
31,E,2019/01/10 22:52:09.958
45,A,2019/01/10 23:00:00.000
34,K,2019/01/10 23:01:14.882
42,C,2019/01/10 23:01:23.663
41,E,2019/01/10 23:03:03.897
39,B,2019/01/10 23:03:56.333
32,O,2019/01/10 23:07:41.218
38,I,2019/01/10 23:10:25.591
37,E,2019/01/10 23:11:59.732
40,G,2019/01/10 23:13:52.576
44,B,2019/01/10 23:15:06.366
33,M,2019/01/10 23:17:10.675
43,F,2019/01/10 23:17:59.292
35,K,2019/01/10 23:18:58.258
46,A,2019/01/10 23:20:00.000
31,G,2019/01/10 23:22:00.201
41,G,2019/01/10 23:29:08.218
45,D,2019/01/10 23:30:18.928
34,M,2019/01/10 23:32:20.663
42,A,2019/01/10 23:35:44.716
39,C,2019/01/10 23:36:48.684
47,A,2019/01/10 23:40:00.000
33,N,2019/01/10 23:43:42.978
43,E,2019/01/10 23:45:08.319
38,J,2019/01/10 23:45:12.606
40,I,2019/01/10 23:47:03.221
37,G,2019/01/10 23:48:48.878
31,H,2019/01/10 23:51:08.751
44,C,2019/01/10 23:51:37.075
46,B,2019/01/10 23:51:44.158
35,M,2019/01/10 23:54:13.495
45,F,2019/01/10 23:55:58.755
41,H,2019/01/10 23:57:57.867
48,A,2019/01/11 00:00:00.000
42,B,2019/01/11 00:00:19.959
34,O,2019/01/11 00:02:17.570
39,A,2019/01/11 00:03:55.643
47,B,2019/01/11 00:11:52.182
37,H,2019/01/11 00:17:23.713
40,J,2019/01/11 00:17:40.931
43,G,2019/01/11 00:17:43.511
38,K,2019/01/11 00:17:51.802
49,A,2019/01/11 00:20:00.000
35,N,2019/01/11 00:23:26.478
45,E,2019/01/11 00:25:01.111
44,A,2019/01/11 00:25:33.901
48,B,2019/01/11 00:27:48.243
46,C,2019/01/11 00:28:23.195
42,C,2019/01/11 00:29:02.914
39,D,2019/01/11 00:35:05.958
47,C,2019/01/11 00:41:44.650
40,K,2019/01/11 00:45:40.920
45,G,2019/01/11 00:51:22.605
43,I,2019/01/11 00:51:45.434
38,M,2019/01/11 00:52:28.410
49,B,2019/01/11 00:54:07.161
44,D,2019/01/11 00:55:25.684
48,C,2019/01/11 00:57:27.374
46,A,2019/01/11 00:59:22.548
42,A,2019/01/11 01:00:03.017
39,F,2019/01/11 01:05:56.619
40,M,2019/01/11 01:14:08.573
47,A,2019/01/11 01:16:06.210
45,I,2019/01/11 01:16:51.212
49,C,2019/01/11 01:17:47.578
44,F,2019/01/11 01:22:11.991
43,J,2019/01/11 01:25:03.098
38,N,2019/01/11 01:25:04.482
48,A,2019/01/11 01:26:58.516
46,B,2019/01/11 01:28:57.893
42,D,2019/01/11 01:29:28.283
39,E,2019/01/11 01:35:31.465
47,D,2019/01/11 01:43:23.938
45,J,2019/01/11 01:44:36.662
49,A,2019/01/11 01:48:44.012
40,N,2019/01/11 01:49:55.524
44,E,2019/01/11 01:54:21.179
42,F,2019/01/11 01:57:36.528
46,C,2019/01/11 01:58:41.455
43,K,2019/01/11 02:01:10.531
39,G,2019/01/11 02:03:24.096
47,F,2019/01/11 02:11:48.532
45,K,2019/01/11 02:18:51.430
49,D,2019/01/11 02:19:01.229
44,G,2019/01/11 02:22:41.769
42,E,2019/01/11 02:26:25.731
46,A,2019/01/11 02:30:24.901
43,M,2019/01/11 02:33:03.578
39,H,2019/01/11 02:33:53.590
47,E,2019/01/11 02:37:04.749
49,F,2019/01/11 02:47:05.389
44,I,2019/01/11 02:48:23.971
45,M,2019/01/11 02:50:07.104
42,G,2019/01/11 02:51:58.413
46,D,2019/01/11 02:58:52.910
43,N,2019/01/11 03:00:17.335
47,G,2019/01/11 03:06:41.626
45,N,2019/01/11 03:18:42.921
44,J,2019/01/11 03:18:43.405
49,E,2019/01/11 03:19:52.846
42,I,2019/01/11 03:23:30.864
46,F,2019/01/11 03:30:13.419
47,I,2019/01/11 03:40:14.497
44,K,2019/01/11 03:45:13.872
49,G,2019/01/11 03:53:17.982
42,J,2019/01/11 03:53:39.023
46,E,2019/01/11 03:54:55.583
47,J,2019/01/11 04:06:22.423
44,M,2019/01/11 04:12:25.204
42,K,2019/01/11 04:22:18.608
46,G,2019/01/11 04:25:54.570
49,H,2019/01/11 04:27:10.229
47,K,2019/01/11 04:34:13.830
44,O,2019/01/11 04:47:06.529
42,M,2019/01/11 04:53:52.906
46,I,2019/01/11 04:54:53.710
47,M,2019/01/11 05:02:25.549
42,N,2019/01/11 05:22:04.572
46,J,2019/01/11 05:26:02.387
47,O,2019/01/11 05:32:05.925
46,K,2019/01/11 05:51:36.746
46,M,2019/01/11 06:22:55.484
46,O,2019/01/11 06:50:12.279
50,A,2019/01/11 07:00:00.000
51,A,2019/01/11 07:20:00.000
50,D,2019/01/11 07:32:43.661
52,A,2019/01/11 07:40:00.000
51,B,2019/01/11 07:48:05.503
53,A,2019/01/11 08:00:00.000
52,B,2019/01/11 08:10:07.868
50,F,2019/01/11 08:11:26.841
51,C,2019/01/11 08:18:47.924
54,A,2019/01/11 08:20:00.000
53,B,2019/01/11 08:27:47.496
52,C,2019/01/11 08:34:16.887
55,A,2019/01/11 08:40:00.000
50,E,2019/01/11 08:41:25.083
51,A,2019/01/11 08:51:47.141
54,B,2019/01/11 08:52:18.260
53,C,2019/01/11 08:54:48.840
56,A,2019/01/11 09:00:00.000
52,A,2019/01/11 09:04:31.175
50,G,2019/01/11 09:09:05.936
55,D,2019/01/11 09:09:23.484
54,C,2019/01/11 09:16:54.355
57,A,2019/01/11 09:20:00.000
53,A,2019/01/11 09:21:14.563
51,B,2019/01/11 09:21:51.937
56,B,2019/01/11 09:24:33.964
52,B,2019/01/11 09:36:58.851
50,H,2019/01/11 09:38:49.106
55,F,2019/01/11 09:39:48.714
58,A,2019/01/11 09:40:00.000
54,A,2019/01/11 09:45:29.443
53,D,2019/01/11 09:45:31.738
57,B,2019/01/11 09:54:03.394
51,C,2019/01/11 09:54:09.157
59,A,2019/01/11 10:00:00.000
56,C,2019/01/11 10:00:41.630
52,C,2019/01/11 10:03:21.424
55,E,2019/01/11 10:05:37.712
58,D,2019/01/11 10:10:16.294
54,D,2019/01/11 10:14:06.269
53,F,2019/01/11 10:14:36.218
60,A,2019/01/11 10:20:00.000
51,A,2019/01/11 10:20:56.519
56,A,2019/01/11 10:28:31.064
59,D,2019/01/11 10:28:45.151
52,A,2019/01/11 10:33:33.965
57,C,2019/01/11 10:34:04.663
55,G,2019/01/11 10:34:31.976
58,F,2019/01/11 10:36:09.192
61,A,2019/01/11 10:40:00.000
51,B,2019/01/11 10:48:20.307
54,F,2019/01/11 10:49:42.068
53,E,2019/01/11 10:50:05.025
60,B,2019/01/11 10:59:00.478
62,A,2019/01/11 11:00:00.000
56,D,2019/01/11 11:00:54.282
52,D,2019/01/11 11:03:17.435
59,F,2019/01/11 11:03:22.322
58,E,2019/01/11 11:05:30.500
57,A,2019/01/11 11:05:33.949
55,H,2019/01/11 11:06:18.252
61,D,2019/01/11 11:12:29.183
51,C,2019/01/11 11:19:54.195
53,G,2019/01/11 11:19:59.620
63,A,2019/01/11 11:20:00.000
54,E,2019/01/11 11:20:09.754
52,F,2019/01/11 11:27:53.134
60,C,2019/01/11 11:28:20.501
62,D,2019/01/11 11:29:52.358
56,F,2019/01/11 11:31:04.518
59,E,2019/01/11 11:32:42.723
58,G,2019/01/11 11:35:13.283
57,D,2019/01/11 11:36:04.959
64,A,2019/01/11 11:40:00.000
61,F,2019/01/11 11:43:22.896
53,H,2019/01/11 11:44:08.224
63,B,2019/01/11 11:50:44.283
54,G,2019/01/11 11:53:20.575
56,E,2019/01/11 11:55:40.376
51,A,2019/01/11 11:55:48.794
60,A,2019/01/11 11:57:23.945
59,G,2019/01/11 11:58:22.967
62,F,2019/01/11 11:59:41.526
65,A,2019/01/11 12:00:00.000
52,E,2019/01/11 12:02:06.729
58,H,2019/01/11 12:02:43.621
57,F,2019/01/11 12:07:32.899
64,D,2019/01/11 12:09:02.327
61,E,2019/01/11 12:13:02.293
66,A,2019/01/11 12:20:00.000
54,H,2019/01/11 12:21:50.218
59,H,2019/01/11 12:25:22.952
62,E,2019/01/11 12:25:27.500
63,C,2019/01/11 12:26:44.456
56,G,2019/01/11 12:26:47.333
51,B,2019/01/11 12:27:19.808
60,D,2019/01/11 12:29:44.046
65,D,2019/01/11 12:32:36.988
52,G,2019/01/11 12:35:22.059
64,F,2019/01/11 12:37:27.600
57,E,2019/01/11 12:39:14.184
67,A,2019/01/11 12:40:00.000
61,G,2019/01/11 12:47:56.499
66,B,2019/01/11 12:53:06.049
63,A,2019/01/11 12:55:49.499
62,G,2019/01/11 12:55:52.454
56,J,2019/01/11 12:56:08.636
60,F,2019/01/11 12:59:46.362
68,A,2019/01/11 13:00:00.000
51,C,2019/01/11 13:01:00.022
65,F,2019/01/11 13:02:13.764
52,J,2019/01/11 13:02:25.035
67,B,2019/01/11 13:07:37.988
64,E,2019/01/11 13:07:40.415
57,G,2019/01/11 13:08:02.604
61,J,2019/01/11 13:18:11.837
69,A,2019/01/11 13:20:00.000
66,C,2019/01/11 13:22:49.775
56,L,2019/01/11 13:23:11.196
63,B,2019/01/11 13:26:11.654
68,D,2019/01/11 13:27:59.903
62,J,2019/01/11 13:28:11.095
51,A,2019/01/11 13:28:41.562
60,E,2019/01/11 13:29:57.582
67,C,2019/01/11 13:33:03.994
52,I,2019/01/11 13:33:05.623
65,E,2019/01/11 13:34:32.022
64,G,2019/01/11 13:39:29.317
70,A,2019/01/11 13:40:00.000
57,J,2019/01/11 13:42:32.038
69,D,2019/01/11 13:50:37.278
63,C,2019/01/11 13:50:43.958
61,I,2019/01/11 13:51:22.480
56,M,2019/01/11 13:52:04.831
68,F,2019/01/11 13:55:32.361
66,A,2019/01/11 13:55:53.178
62,L,2019/01/11 13:57:46.875
52,K,2019/01/11 13:58:08.782
51,D,2019/01/11 13:58:34.354
71,A,2019/01/11 14:00:00.000
60,G,2019/01/11 14:03:45.341
64,H,2019/01/11 14:06:01.323
65,G,2019/01/11 14:06:15.712
67,A,2019/01/11 14:08:24.547
70,D,2019/01/11 14:08:59.490
57,L,2019/01/11 14:11:02.213
68,E,2019/01/11 14:19:11.241
56,N,2019/01/11 14:19:23.844
72,A,2019/01/11 14:20:00.000
69,F,2019/01/11 14:20:42.419
63,A,2019/01/11 14:24:03.432
62,M,2019/01/11 14:24:34.249
61,K,2019/01/11 14:24:36.467
60,J,2019/01/11 14:28:52.953
65,J,2019/01/11 14:29:12.570
66,D,2019/01/11 14:29:42.882
52,M,2019/01/11 14:30:00.539
51,F,2019/01/11 14:31:09.205
71,D,2019/01/11 14:33:05.507
67,D,2019/01/11 14:35:33.990
70,F,2019/01/11 14:39:36.760
73,A,2019/01/11 14:40:00.000
57,M,2019/01/11 14:42:07.551
69,E,2019/01/11 14:49:39.823
68,G,2019/01/11 14:50:32.143
72,D,2019/01/11 14:52:31.877
60,L,2019/01/11 14:55:30.599
63,B,2019/01/11 14:55:57.724
65,I,2019/01/11 14:56:57.624
62,N,2019/01/11 14:57:21.486
61,M,2019/01/11 14:58:34.522
66,F,2019/01/11 14:58:51.231
51,E,2019/01/11 14:59:27.409
74,A,2019/01/11 15:00:00.000
52,N,2019/01/11 15:01:30.072
71,F,2019/01/11 15:02:58.893
73,D,2019/01/11 15:04:33.630
57,N,2019/01/11 15:04:47.124
70,E,2019/01/11 15:07:11.282
67,F,2019/01/11 15:10:04.208
69,G,2019/01/11 15:16:06.942
68,J,2019/01/11 15:18:26.594
75,A,2019/01/11 15:20:00.000
65,K,2019/01/11 15:22:32.351
72,F,2019/01/11 15:23:40.113
60,M,2019/01/11 15:24:59.517
74,B,2019/01/11 15:27:28.138
61,O,2019/01/11 15:28:40.018
63,C,2019/01/11 15:29:00.622
71,E,2019/01/11 15:31:29.528
73,F,2019/01/11 15:32:05.819
66,E,2019/01/11 15:33:00.045
51,G,2019/01/11 15:34:46.322
70,G,2019/01/11 15:37:28.294
76,A,2019/01/11 15:40:00.000
67,E,2019/01/11 15:41:45.471
75,B,2019/01/11 15:45:32.381
68,I,2019/01/11 15:47:04.440
65,M,2019/01/11 15:49:03.050
72,E,2019/01/11 15:52:38.687
69,H,2019/01/11 15:52:50.616
74,C,2019/01/11 15:53:01.377
60,O,2019/01/11 15:53:39.030
63,A,2019/01/11 15:58:35.283
73,E,2019/01/11 15:59:28.559
71,G,2019/01/11 15:59:31.489
66,G,2019/01/11 16:03:36.801
70,H,2019/01/11 16:05:17.319
51,J,2019/01/11 16:08:19.283
76,D,2019/01/11 16:10:03.309
67,G,2019/01/11 16:11:06.566
65,O,2019/01/11 16:14:51.348
68,K,2019/01/11 16:16:42.566
78,A,2019/01/11 16:20:00.000
74,A,2019/01/11 16:20:42.451
75,C,2019/01/11 16:22:17.883
72,G,2019/01/11 16:23:51.495
71,H,2019/01/11 16:29:12.037
66,J,2019/01/11 16:30:50.571
73,G,2019/01/11 16:35:03.933
63,D,2019/01/11 16:36:12.595
51,L,2019/01/11 16:39:27.908
79,A,2019/01/11 16:40:00.000
68,M,2019/01/11 16:41:29.034
67,J,2019/01/11 16:42:19.680
76,F,2019/01/11 16:44:26.830
74,B,2019/01/11 16:50:03.780
78,B,2019/01/11 16:51:36.965
75,A,2019/01/11 16:52:14.689
80,A,2019/01/11 17:00:00.000
66,I,2019/01/11 17:00:09.101
72,H,2019/01/11 17:02:06.112
